0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4,15221097,15212090,15212094,8249041,13255075,12250094,11236093,9255068,15183103,17232098,16214094,16222086,15148114,14173099,16145100,15168094,14177085,16214075,14187079,14173087,15175086,15178089,15199077,15175093
4,12222085,15191107,14196104,15205102,15204100,16203099,6255069,14215103,11255091,6255067,9235088,1255024,15174097,16134122,16128128,15148114,15173106,15186085,15177085,16163089,15166095,14173087,14186092,16169092
4,14199096,175255025,255018,6249043,7255059,7255055,5092111,255040,12252088,9252077,11255094,255011,14124119,15121114,14100120,15116119,16145088,15144085,16140080,15151076,16126077,15159072,14207064,14187071
4,3255041,255018,255018,14233071,1255022,13225103,10255061,255020,255018,8189073,179249043,7246086,16163147,14139103,14113117,13117105,16162096,14165091,16148079,16156090,14154086,15169077,15167078,15167081
4,9251060,12255057,255030,9255038,15160105,11243084,9255077,9255076,13255033,6243063,11169124,11255093,15145109,16109129,16105136,15098153,16111131,17136111,16127114,13118108,16132108,15125104,16146098,15133113
5,4239143,2255108,2255105,6251120,255096,2255116,1253110,4249131,2244121,2253117,1255109,2255112,2255109,2255109,1255108,2255106,255090,255095,255095,255102,1250109,255090,252097,255088
5,3238132,1248110,7255145,2253113,1255098,255091,1255105,2255115,3245129,1255110,1250111,1255104,255095,255090,4253123,255104,255090,255090,255098,1244117,255100,255102,255090,255084
5,7255148,4253119,4255120,3255117,3255117,4255129,5249127,4255129,15255245,8252161,3249120,3255119,5253132,5255134,2251114,4255129,3253122,5251126,1255110,2255120,3247131,2253114,1248117,3255119
5,255084,179255070,255061,1250112,1255101,252081,253109,1247124,4252160,3232153,2255146,255054,1255104,255099,255096,253104,255096,255084,255088,255090,255089,255096,255080,255084
5,255056,255106,179255059,255075,7240206,255056,252095,251120,3255153,1255120,253109,3255145,255090,253115,255098,255096,255094,255092,255096,255091,255094,255085,255084,255084
5,249129,255060,255110,2247130,1255059,255111,2253128,252093,8255201,1248137,255094,1253126,255102,252095,255105,255091,255084,255094,255076,255080,255085,255084,255086,255091
