0,1,2,3,4,5,6,7,8,9,10,11,12
14,0,0,0,0,0,0,60255019,60255016,62255014,60255014,60255014,62255015
14,0,0,0,0,0,60255019,61255022,60255019,58255018,60255017,60255019,60255019
14,0,0,0,0,0,60242020,60255019,60255016,60255017,60255021,60255016,59255020
14,0,0,0,0,0,0,61255022,60255021,60255019,58255018,60255019,62238015
14,0,0,0,0,0,60255019,60255019,60255019,60255016,60255017,60255019,60255019
14,0,0,0,0,0,0,60255014,60255014,60235013,60255014,60255012,60235013
14,0,0,0,0,0,0,60255011,58255015,58255015,60255014,60235013,58255015
14,0,0,0,0,0,0,60255017,58255015,58255015,60235013,62255014,58255015
14,0,0,0,0,0,0,60255019,60255019,62255014,60255016,60255014,60255019
14,0,0,0,0,0,61248068,60255016,58255018,60255016,60255016,60255019,58255015
14,0,0,0,0,0,0,60242020,60255017,60255016,60255018,60255016,62255017
14,60255012,0,0,0,61255022,58255015,60242020,62241018,60255017,60255017,60255017,60255019
15,0,0,0,0,0,0,96081152,95073154,98093131,97097124,98076135,96083148
15,0,0,0,0,0,0,97082152,96082133,96080134,96095123,98088133,96086136
15,108246029,0,0,0,109255057,106255053,96072164,97089141,98075139,95086137,96082130,96075143
15,0,0,0,0,0,0,96079148,97093143,98081126,97098127,95090124,101119120
15,0,0,0,0,0,0,99084145,98087141,98080127,97079123,98097129,99092142
15,0,0,0,0,0,0,99083159,96082146,96084128,98103134,97082140,99079155
15,0,0,0,0,0,0,97077146,94086121,98097132,98098125,96086125,95068124
15,0,0,0,0,0,101070152,98091138,97101131,98080128,94077109,98091120,97088124
15,0,0,0,0,0,0,98090142,98080127,99093124,98097126,98094130,97071129
15,0,0,0,0,0,0,96080147,98079158,98091121,97096130,97096128,98079149
15,0,0,0,0,0,115255033,98089138,99087140,98092127,96093126,96078137,99087132
15,0,0,0,0,0,0,98080143,99095137,95082125,96078124,98089123,98092127
15,0,0,0,0,0,74049078,99092141,98078140,98091121,98082124,100085129,98096109
15,0,0,0,0,0,0,98086155,95081144,99112112,95083136,98092133,96074145
15,0,0,0,0,0,86039143,98072171,95083141,100097140,94048091,97081142,98109117
15,0,0,0,0,0,0,95081142,96078148,97084134,96091135,97093135,98080146
16,0,0,0,0,0,0,87081101,79072095,87104086,88096096,87119075,89082099
16,0,0,0,0,0,0,91120085,85089092,88106087,90089097,86099093,85083104
16,0,0,0,0,0,0,90101096,85100094,84072117,88091107,89090110,88098099
16,0,0,0,0,0,0,75062127,75085093,65075068,82089089,85115071,77085060
16,0,0,0,0,0,0,78088084,72081101,74072085,85091087,77084079,82068117
16,0,0,0,0,0,0,63060077,83089072,77083077,78063069,67065098,74085084
16,0,0,0,0,0,0,79078117,56061092,76088096,89102105,77072081,71066105
16,0,0,0,0,0,0,90100079,88114065,83111062,86101073,85074086,91107079
16,0,0,0,0,0,0,90123052,84097071,85139057,86099090,89093088,91119075
16,0,0,0,0,0,0,88089103,82089097,87082099,89093110,90085111,85075109
